index,study,age,gender,education,language,birth_place,location,group,task,id,t1_exclude,t1_dscore,t2_exclude,t2_dscore,Q1_A1,Q1_A2 *,Q1_A3 *,Q1_A4,Q1_A5 *,Q1_A6,Q1_A7,Q1_A8 *,Q1_A9,Q1_A10 *,t1_ques,Q2_A1,Q2_A2 *,Q2_A3 *,Q2_A4,Q2_A5 *,Q2_A6,Q2_A7,Q2_A8 *,Q2_A9,Q2_A10 *,t2_ques_computed,t2_ques,t1_ques_norm,t2_ques_norm,1st check indicator,2nd check,2nd check indicator,exclude,exclude_t1,dscore_paired_even_t1,dscore_paired_odd_t1,exclude_t2,dscore_paired_even_t2,dscore_paired_odd_t2,t1_com_d_norm,t2_com_d_norm
378,S2,64,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3kddmZuevCB0ef9,False,1.342598014,False,1.089129243,1,3,2,3,2,4,2,4,3,3,29,1,5,5,1,5,1,1,5,1,5,10,10,0.126906764,-2.019481901,,introverted,,0,False,1.110080175,1.588996912,False,1.196197608,0.95831199,1.430691472,1.143815607
379,S2,42,Male,Doctorate degree,English,India ,United Kingdom ,1,IAT,R_3KIaOKALsvgrM5a,False,0.190574261,False,-0.238091998,1,3,2,4,3,5,3,2,5,3,35,1,5,1,1,5,1,1,5,1,5,14,14,0.804713711,-1.567610603,,introvert,,0,False,0.112181646,0.256604013,False,-0.158271691,-0.331931667,1.050599256,0.340898093
380,S2,49,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_3kpNRVuFQ33aqbW,False,-0.666594878,False,-1.299346655,3,4,5,4,4,3,2,4,3,4,24,5,1,1,5,1,5,5,1,5,1,50,50,-0.437932358,2.499231078,,extroverted,,0,False,-0.596154693,-0.77902915,False,-1.017348466,-1.172115525,-0.36853258,-1.416118348
381,S2,46,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3KQ3FsuFlxoaOKk,False,-0.669623218,False,0.162074231,1,3,3,2,4,3,2,4,2,4,22,1,5,5,1,5,1,1,5,1,5,10,10,-0.663868007,-2.019481901,,introverted,,0,False,-0.536978021,-0.875880187,False,0.097967841,0.211208008,-0.846739803,0.094575074
382,S2,60,Male,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3L0g7BhzfekHyBI,False,0.990896989,False,-0.607913696,2,2,2,4,2,4,4,3,3,2,36,1,5,4,2,5,1,1,5,1,5,12,12,0.917681535,-1.793546252,,introverted,,0,False,0.847679844,1.116118707,False,-0.798163568,-0.516959887,1.032636376,-0.776896988
383,S2,39,Female,Doctorate degree,English,United Kingdom ,United Kingdom ,1,IAT,R_3lKanAVkCPRID6I,False,-0.8747051,False,-1.087897445,2,3,2,4,3,4,3,3,2,3,31,1,5,5,1,5,1,1,5,1,5,10,10,0.352842413,-2.019481901,,introverted,,0,False,-0.990649288,-0.780079127,False,-1.168950873,-0.988772562,-0.713080497,-1.066042392
384,S2,39,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3lLbp9JfSkifpV2,False,0.209742969,False,1.090763564,1,2,2,4,2,4,2,4,4,4,31,1,5,5,1,5,1,1,5,1,5,10,10,0.352842413,-2.019481901,,Introverted,,0,False,0.293736374,0.068540026,False,1.08252801,1.10990376,0.148526535,1.145665331
385,S2,34,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3ltbYqvjcuDP2r1,False,-0.117113865,False,-0.062749437,4,1,1,4,1,5,5,2,5,2,46,1,5,5,1,5,1,1,5,1,5,10,10,2.04735978,-2.019481901,,Introverted,,0,False,-0.008951552,-0.229721226,False,0.031185974,-0.14154245,-0.221409913,-0.159880273
386,S2,31,Female,Professional degree,English,Ghana ,United Kingdom ,0,IAT,R_3lzFo8Qnlnxr2yh,False,-0.107605284,False,0.183563784,3,2,1,5,1,4,4,4,5,2,41,3,2,1,5,1,4,4,4,5,4,39,39,1.482520658,1.256585009,,,,0,False,-0.339719784,0.133851218,False,0.117754905,0.397688237,0.556932294,1.038992689
387,S2,51,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_3m3MNdfkHSmuMne,False,-1.265043726,False,-0.783220292,2,2,4,3,3,4,3,3,3,3,30,5,1,1,5,1,5,5,1,5,1,50,50,0.239874589,2.499231078,,extraverted ,,0,False,-0.785497808,-1.190803017,False,-0.568643108,-0.944084597,-1.359326314,-0.561617969
388,S2,55,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_3M4IARGrL609eRD,False,-1.164136964,False,-0.777204796,2,4,4,4,4,3,1,5,2,4,21,4,4,4,4,4,2,1,2,1,4,24,24,-0.776835832,-0.437932358,,,,0,False,-1.224485019,-0.804766078,False,-0.81444642,-0.694682387,-1.192264772,-0.551658697
389,S2,51,Male,Doctorate degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_3M5VBSebSW0YBo0,False,-0.740148691,True,,2,5,2,3,4,2,1,4,1,4,20,2,5,2,2,2,3,1,2,1,4,24,24,-0.889803656,-0.437932358,,,,1,False,-0.828574823,-0.689203832,True,,,-0.926560507,
390,S2,44,Female,Professional degree,English,United Kingdom ,United Kingdom ,1,IAT,R_3M6iL9ToBKiZfmk,False,-0.711678125,False,-0.689327209,1,5,4,2,4,2,1,5,1,5,14,1,5,5,1,5,1,1,5,1,5,10,10,-1.567610603,-2.019481901,,introverted,,0,False,-1.254094405,-0.463820478,False,-0.763957534,-0.617006102,-0.443172541,-0.406168297
391,S2,36,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3M6yxUPsYUuVxWo,False,-0.815646595,False,-0.214843701,4,1,1,4,2,5,5,2,4,1,45,5,1,1,5,1,5,5,1,5,1,50,50,1.934391956,2.499231078,,extroverted ,,0,False,-0.785026566,-0.81447564,False,-0.255708461,-0.201355473,-0.615303056,0.379388044
392,S2,42,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,qIAT,R_3m9Oe3WYDgeNSPz,False,0.068349349,False,-0.832800962,1,4,3,2,5,2,1,5,1,5,15,1,5,5,1,5,1,1,5,1,5,10,10,-1.454642778,-2.019481901,,introverted,,0,False,0.42593741,-0.204958357,False,-0.765745633,-0.889688788,-0.011502713,-1.031424315
393,S2,51,Female,Master's degree,English,Zimbabwe ,United Kingdom ,2,qIAT,R_3MDoOfiXCZJ7xyo,False,-0.435905853,False,1.063132677,2,2,1,4,3,4,4,3,3,2,36,5,1,1,5,1,5,5,1,5,1,50,50,0.917681535,2.499231078,,extroverted,,0,False,-0.503985007,-0.348465849,False,0.965385065,1.186792912,-0.582218572,1.114392703
394,S2,49,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3MEwWCXwSFhsif3,False,-0.442282721,False,-0.286645843,1,1,3,1,4,4,3,5,1,2,25,5,1,1,5,1,5,5,2,5,1,49,49,-0.324964534,2.386263253,,extroverted,,0,False,-0.432578585,-0.456755545,False,-0.409989313,-0.13027651,0.00283931,0.2605122
395,S2,50,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3MQmFe2Tmrd8WA8,False,-0.841430008,False,-0.228590342,2,4,4,2,4,3,2,5,1,4,19,1,5,5,1,5,1,1,5,1,5,10,10,-1.002771481,-2.019481901,,introverted,,0,False,-0.745427884,-0.923728401,False,-0.604934231,0.046145241,-0.657990153,0.356629064
396,S2,23,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_3MtjGXzFiCrzOxp,False,0.191502207,False,0.018826567,1,2,2,1,5,2,1,5,1,5,17,5,1,1,5,1,5,5,1,5,1,50,50,-1.228707129,2.499231078,,extroverted,,0,False,0.281662179,0.108433236,False,-0.145157993,0.117121583,1.052135566,0.766253251
397,S2,50,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_3Mz2nf5ppGeqnUq,False,0.293426008,False,0.154191384,5,1,1,5,1,5,5,1,5,1,50,5,1,1,5,1,5,5,1,5,1,50,50,2.499231078,2.499231078,,,,0,False,0.829942905,-0.008752019,False,0.217749362,0.113662286,0.243238969,0.085653271
398,S2,43,Male,Associate's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_3MzYTv398Ci3wEH,False,-0.177535265,False,0.091992606,2,2,1,4,2,4,4,2,4,2,39,1,5,5,1,5,1,1,5,1,5,10,10,1.256585009,-2.019481901,,introvert,,0,False,-0.162118511,-0.333873764,False,-0.037975926,0.103474347,0.441156004,0.887387168
399,S2,54,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_3ndAr6fziHWg8Yu,False,-1.368111891,False,-1.142818811,3,3,2,4,3,3,3,3,2,4,30,3,2,3,3,4,3,3,4,2,3,28,28,0.239874589,0.01393894,,,,0,False,-1.517638255,-0.971159188,False,-1.453172926,-0.928840346,-1.529966282,-1.156970372
400,S2,25,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3nGcwqghoC4N9N3,False,-0.530957008,False,0.186542847,4,2,2,4,2,5,4,2,4,1,42,4,4,4,4,2,4,4,2,4,2,36,36,1.595488482,0.917681535,,,,0,False,-0.616023313,-0.447468639,False,0.100456605,0.277354709,-0.143970109,1.043924834
401,S2,31,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_3nk3rLEIcuTABmL,False,0.502915516,False,1.210815997,2,4,4,2,5,2,2,4,2,4,19,5,1,2,5,1,5,4,1,4,1,47,47,-1.002771481,2.160327604,,Extraverted,,0,False,0.569436028,0.434486025,False,1.207186998,1.190777156,0.480339119,1.281540631
402,S2,47,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3nuzYYGUrGvuYZL,False,-0.305112042,False,-0.154764236,2,3,4,1,5,3,2,4,1,3,20,1,5,5,1,5,1,1,3,1,5,12,12,-0.889803656,-1.793546252,,introverted,,0,False,-0.396928952,-0.188766806,False,0.126627861,-0.304474378,0.229939504,0.478855789
403,S2,46,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_3NV6ko6TxhamtBg,False,-1.708231152,False,-1.614153236,1,5,4,2,5,1,1,5,1,5,12,1,5,4,1,5,5,1,5,1,5,15,15,-1.793546252,-1.454642778,,,,0,False,-1.533347019,-1.381613362,False,-1.684316585,-1.464561092,-2.093068765,-1.937313081
404,S2,40,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_3nx6FW76A5lndQt,False,-0.572992023,False,0.18939332,2,4,2,3,4,3,2,4,3,3,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,extrovert,,0,False,-0.291218782,-0.792374773,False,0.18000869,0.212880463,-0.73737265,0.125494809
405,S2,52,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_3oFqVZgasK8lXrO,False,-0.520359525,False,0.102407401,5,1,1,5,1,5,5,1,5,1,50,5,1,1,5,1,5,5,1,5,1,50,50,2.499231078,2.499231078,,,,0,False,-0.481021852,-0.482075852,False,-0.012510938,0.211917013,-0.126424884,0.904629933
406,S2,28,Male,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3OkrhZ0jo66ahnh,False,-0.248427915,False,-0.052796079,1,3,2,3,4,3,2,4,2,4,24,5,1,1,5,1,5,5,1,1,1,46,46,-0.437932358,2.04735978,,Extroverted,,0,False,-0.17454048,-0.055504985,False,0.090155146,-0.15427882,0.323785917,0.64767458
407,S2,54,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_3oQIYfWHflmdMi3,False,0.32870398,False,0.104712662,1,3,2,2,3,3,3,4,2,3,26,1,2,4,3,5,2,1,5,1,5,17,17,-0.211996709,-1.228707129,,introvert,,0,False,0.327904147,0.334078867,False,-0.089991552,0.36232186,1.279287239,0.908446532
408,S2,50,Male,High school graduate,Other,United Kingdom ,United Kingdom ,1,qIAT,R_3pgQMFgo4Vnrpuj,False,0.553493749,False,0.20822675,4,2,2,4,2,4,4,2,4,2,40,1,5,5,1,5,1,1,5,1,5,10,10,1.369552833,-2.019481901,,Introverted,,0,False,0.509284353,0.635898555,False,0.394424017,0.021130817,0.537583545,0.146810479
409,S2,60,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_3PLZ1DvYFqxD6S6,False,0.776805961,False,0.419094299,4,1,4,4,2,4,4,2,4,4,37,5,1,1,5,1,5,5,1,5,1,50,50,1.03064936,2.499231078,,quickly,*,1,False,0.435164772,1.145033267,False,0.222779171,0.606723199,2.021166243,1.428937726
410,S2,22,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_3PLzEEuAPLbq0H1,False,-1.118369614,False,-0.265981052,1,2,2,2,5,4,1,5,1,4,21,1,4,4,2,4,1,1,4,1,4,16,16,-0.776835832,-1.341674954,,,,0,False,-1.205299925,-1.040103037,False,-0.527681072,-0.124961635,-1.354630813,-0.389897742
411,S2,59,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3Q0jB7jXXLPZe88,False,1.605363046,False,-0.143606776,3,2,1,4,2,4,4,3,2,3,36,1,5,5,1,5,1,1,5,1,5,10,10,0.917681535,-2.019481901,,introverted,,0,False,1.394921242,2.000792282,False,0.025837204,-0.28312091,1.728088842,-0.251394581
412,S2,39,Male,Doctorate degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_3q8wcxpwEvxufSU,False,-0.407522843,False,-0.912347119,2,5,4,2,4,2,1,3,2,5,18,2,5,4,2,4,2,1,4,3,5,18,18,-1.115739305,-1.115739305,,,,0,False,-0.767342033,-0.050032796,False,-1.044692661,-0.8192527,-0.550094691,-1.121454627
413,S2,49,Female,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_3qCIFkV24bDgr1P,False,-0.129071757,False,0.321986848,3,2,1,4,3,4,4,3,4,2,38,3,2,1,4,2,4,4,2,4,2,40,40,1.143617184,1.369552833,,,,0,False,-0.194122142,-0.030113014,False,0.208182709,0.416769123,-0.234943852,0.275564118
414,S2,27,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_3QEFbZbp3uDxWds,False,-1.370056341,False,-0.062579116,2,4,2,4,2,4,2,4,2,4,28,1,5,4,1,5,2,1,5,1,5,12,12,0.01393894,-1.793546252,,introverted,,0,False,-0.971880628,-1.349206118,False,0.110982061,-0.276549776,-1.533185519,0.631477754
415,S2,45,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_3qeT0va6kCxrfmY,False,-1.172779054,False,-0.8373495,1,4,3,1,4,2,1,5,1,4,16,2,4,4,1,4,3,2,5,1,4,18,18,-1.341674954,-1.115739305,,,,0,False,-1.470546769,-0.962860487,False,-0.843267578,-0.83868782,-1.416211399,-1.036572348
416,S2,21,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_3qHCgj9EVXjX8S1,False,-0.873839441,False,-0.941136039,1,4,4,1,5,1,1,5,1,5,12,1,5,5,1,5,1,1,5,1,5,10,10,-1.793546252,-2.019481901,,Introverted,,0,False,-0.914806499,-0.854405421,False,-0.892300319,-0.85396056,-0.711647309,-0.823063762
417,S2,26,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_3qHG02SPNatzcPv,False,0.408140987,False,0.399030663,2,5,5,3,5,2,1,5,2,5,15,5,1,1,5,1,5,5,1,5,1,50,50,-1.454642778,2.499231078,,extroverted,,0,False,0.519232315,0.27811241,False,0.298875342,0.530650235,0.373073341,0.36276228
418,S2,51,Female,Some college (no degree),English,South Africa ,United Kingdom ,2,qIAT,R_3qjpfEpUaxSUatm,True,-0.385921506,True,-1.086585584,1,2,4,3,3,2,2,3,2,2,26,4,2,2,4,2,4,4,2,2,2,38,38,-0.211996709,1.143617184,,extraverted,,1,True,-0.846296861,-0.057149896,True,-1.288923239,-0.894201293,-0.525646305,-1.31865766
419,S2,46,Male,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_3qJrH5d0jJFwbDU,False,-0.667996044,False,-1.05754978,3,4,2,4,3,4,3,3,2,2,32,5,1,1,5,1,5,5,1,5,1,50,50,0.465810238,2.499231078,,extraverted,,0,False,-0.219666703,-1.432713094,False,-0.932723998,-0.680992759,-0.370852354,-1.015798706
420,S2,37,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_3qkW0PRoP1J1bXY,False,-1.243330641,False,-0.677117844,4,2,2,3,4,4,2,4,2,5,28,4,2,3,3,4,4,2,4,2,4,28,28,0.01393894,0.01393894,,,,0,False,-1.132330654,-1.070101627,False,-0.453381479,-1.046263551,-1.323378064,-0.385954434
421,S2,45,Male,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3qlCg0RDFINKhlH,False,-0.906692289,False,-1.264450334,2,3,3,4,3,4,3,5,3,3,29,5,1,1,5,1,5,5,2,5,1,49,49,0.126906764,2.386263253,,extroverted,,0,False,-0.903437709,-0.79129881,False,-1.519934629,-1.033595743,-0.766038584,-1.358343893
422,S2,42,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_3QWOp4SLPJxOTZm,False,-0.760008952,False,-0.423240779,3,4,4,3,4,2,3,4,2,5,22,3,4,3,3,4,2,3,4,2,4,24,24,-0.663868007,-0.437932358,,,,0,False,-0.673066194,-0.946602516,False,-0.098959736,-0.935080404,-0.523189205,0.034365207
423,S2,38,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3R4OXYQGXzWBlcD,False,-0.050454757,False,1.081672247,2,4,2,3,4,3,2,4,3,4,25,5,1,1,5,1,5,5,1,5,1,50,50,-0.324964534,2.499231078,,extravert,,0,False,-0.125439967,-0.266564459,False,1.449217999,0.786120117,0.65155088,2.525903794
424,S2,47,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3R9PmbJphK9M3ja,False,-1.160286225,False,-1.18860062,4,4,2,4,2,4,3,4,2,3,32,4,3,3,4,2,3,3,2,3,3,34,34,0.465810238,0.691745886,,,,0,False,-0.925779899,-1.223994547,False,-1.190552598,-1.184818293,-1.185889476,-1.232766876
425,S2,48,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_3rIHIXGXzLrSM8Q,False,1.098703178,False,1.011017787,4,3,2,4,2,3,3,3,2,3,33,5,1,1,5,1,5,5,1,5,1,50,50,0.578778062,2.499231078,,extroverted,,0,False,1.267911858,0.973196211,False,0.749376031,1.256604717,1.154651383,1.055409089
426,S2,30,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3RjWvkrxNzhqWiK,True,-0.736250018,False,-0.453428337,3,3,2,4,4,4,4,5,2,3,30,3,2,2,4,3,4,4,4,2,2,34,34,0.239874589,0.691745886,,,,1,True,-0.566568711,-0.8745689,False,-0.34059587,-0.546549474,-0.483853841,-0.015613405
427,S2,43,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_3rPpzIZXXdFifN6,False,-0.801739802,False,0.111352024,1,5,5,1,5,2,1,5,1,5,11,5,1,1,5,1,5,5,1,5,1,50,50,-1.906514076,2.499231078,,Extrovertive,,0,False,-1.129086832,-0.555852457,False,-0.091596066,0.248401623,-0.996269305,0.037167699
428,S2,31,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_3rS4MNSwgFIYYQk,False,0.639935254,False,0.781417062,2,1,1,4,4,2,3,5,2,3,29,2,1,1,4,4,2,3,5,2,3,29,29,0.126906764,0.126906764,,,,0,False,0.454007227,0.804978685,False,0.934644206,0.593052655,0.635418011,0.79554707
429,S2,50,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_3rULERYkkhLUPzf,True,,True,,2,3,3,2,2,2,3,4,2,4,25,4,4,2,2,4,2,2,4,2,4,24,24,-0.324964534,-0.437932358,,,,1,True,,,True,,,,
430,S2,31,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_3s6Pig1GduGedAQ,False,1.046276027,False,0.226288497,4,1,1,3,2,4,4,2,4,4,39,1,5,5,1,5,1,1,5,1,5,10,10,1.256585009,-2.019481901,,intovert,,0,False,0.946565152,1.286234875,False,-0.037304885,0.463094549,1.095314352,0.167252758
431,S2,39,Female,Master's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_3sdJx42G395GGYp,False,-0.034012407,True,0.376815533,4,1,1,5,3,4,3,2,4,3,40,5,1,1,5,1,5,5,1,5,1,50,50,1.369552833,2.499231078,,extrovert ,,1,False,0.018318771,-0.009496232,True,0.512239829,0.261712709,0.678772885,1.358940873
432,S2,26,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_3suEreWIuEZeyOz,False,-1.323674104,False,-0.233846181,1,4,3,2,4,2,1,4,2,5,18,5,1,1,5,1,5,5,1,5,1,50,50,-1.115739305,2.499231078,,extraverted,,0,False,-1.23639287,-1.192379353,False,-0.041281071,-0.059027982,-1.456394946,0.34792748
433,S2,39,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_3sv3uAYBm0pdtjT,False,-0.645960308,False,0.491610038,2,4,3,4,3,4,3,3,4,2,32,5,1,1,5,1,5,5,1,5,1,50,50,0.465810238,2.499231078,,extroverted,,0,False,-0.848357945,-0.490861116,False,0.208704165,0.782001294,-0.819958128,0.467543583
434,S2,52,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_3w6hfYKP00V7FgB,False,-0.58906212,True,-1.019970014,2,2,2,4,2,3,4,4,2,3,32,1,1,5,1,5,1,1,5,1,5,14,14,0.465810238,-1.567610603,,INTROVERT,,1,False,-0.408407133,-0.781073265,True,-1.155916673,-0.797913735,-0.24016911,-0.95358153
435,S2,33,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_4Gi8PxvdPXILYml,True,-0.303416976,True,,1,3,3,3,2,3,3,4,3,3,28,1,1,2,3,3,2,3,3,3,3,30,30,0.01393894,0.239874589,,extravert,,1,True,-0.318224141,-0.35291317,True,,,-0.432267708,
436,S2,39,Female,Professional degree,English,United Kingdom ,United Kingdom ,0,IAT,R_54NND3CtvaCUpz3,False,-0.582720996,False,-0.579663365,3,3,2,3,3,3,3,3,2,4,29,3,3,2,3,3,3,2,4,2,4,27,27,0.126906764,-0.099028885,,,,0,False,-0.595525029,-0.486118633,False,-0.503287963,-0.365424538,-0.229670725,-0.224608502
437,S2,55,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_56hOq5XCWFqycXn,False,0.14428335,False,1.15695121,2,2,1,3,4,3,1,5,1,3,25,2,2,1,3,4,3,1,5,1,3,25,25,-0.324964534,-0.324964534,,,,0,False,0.496186539,-0.099972961,False,0.827031942,1.312123979,0.973959883,2.650535875
438,S2,37,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_571hLavF5OYsF21,False,-0.600134248,False,-0.58659094,3,4,4,4,3,2,3,5,4,4,26,4,3,2,4,3,4,4,3,4,4,35,35,-0.211996709,0.804713711,,,,0,False,-0.523360145,-0.903303153,False,-0.471067576,-0.670336968,-0.258500158,-0.236077817
439,S2,28,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_57m3GWF5AQJDo2d,False,-0.909512458,False,-0.613174134,2,4,2,1,4,2,1,3,2,5,20,2,4,3,2,4,2,1,4,2,5,19,19,-0.889803656,-1.002771481,,,,0,False,-1.143132168,-0.805601987,False,-0.526940854,-0.852657219,-1.118246359,-0.782850749
440,S2,75,Male,9th to 12th grade,English,United Kingdom ,United Kingdom ,2,qIAT,R_57vFvFj566fNQFr,False,-0.910268757,False,1.003396326,3,1,4,5,3,2,4,4,4,3,33,5,2,1,5,1,5,5,1,5,1,49,49,0.578778062,2.386263253,,exuberant,*,1,False,-0.875316798,-0.927335476,False,1.215995883,0.815947629,-1.119102337,1.046783121
441,S2,39,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_5A3S8g08oljhKIp,False,0.199640726,True,-0.000109596,3,1,1,3,2,4,4,4,2,1,37,1,1,1,4,2,4,4,2,2,2,37,37,1.03064936,1.03064936,*,extraversion,*,1,False,0.067598873,0.333991047,True,0.063742828,-0.039515637,1.065609723,0.734902482
442,S2,39,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_5nDLdQUybXkqty1,False,-0.050206696,False,-1.038447667,2,4,1,2,4,3,2,5,2,4,23,2,4,1,2,4,3,2,5,2,4,23,23,-0.550900183,-0.550900183,,,,0,False,-0.438270945,0.378457477,False,-1.201979378,-0.861235923,0.651961571,-0.984173188
443,S2,52,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_6D3t5n6yG27I68F,False,-0.368534996,False,-0.879154056,2,4,5,3,5,2,2,5,1,4,17,1,5,5,1,5,1,1,5,1,5,10,10,-1.228707129,-2.019481901,,introverted,,0,False,-0.372721698,-0.391521261,False,-0.492440222,-1.555726017,-0.50596826,-1.08388673
444,S2,28,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_6KJ6n0rjAgDqvZv,False,-0.480637986,False,-0.237579007,5,3,5,5,4,4,3,4,4,5,30,5,2,3,5,4,3,2,3,4,5,32,32,0.239874589,0.465810238,,,,0,False,-0.545285861,-0.505597602,False,-0.052053083,-0.511577602,-0.060661783,0.341747402
445,S2,47,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_6Q13YNUZUFgTHpv,False,-0.754435719,False,0.073447719,4,1,1,4,2,5,1,2,4,2,40,1,1,1,1,5,1,1,5,1,5,18,18,1.369552833,-1.115739305,,introverted,,0,False,-0.77805262,-0.637537331,False,0.427293449,-0.267052396,-0.513962143,0.856684196
446,S2,24,Male,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_6SEVbRhNg8M05AR,False,-0.181297486,False,-0.539871245,2,4,3,4,4,3,3,5,3,4,25,1,5,5,1,5,1,1,1,1,5,14,14,-0.324964534,-1.567610603,,introverted,,0,False,-0.328884502,0.044769788,False,-0.388786643,-0.680340075,0.43492726,-0.158728548
447,S2,30,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_6X7JKAGuRWlGUQ9,False,0.583339016,False,1.098963334,3,1,2,2,3,4,4,4,2,3,32,5,1,1,5,1,5,5,1,5,1,50,50,0.465810238,2.499231078,,extravertive,,0,False,0.53686693,0.677686241,False,1.105465267,1.119132594,0.571362408,1.154945827
448,S2,26,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_7896cR9B71dy9mF,False,-0.149433756,False,-0.247922646,3,2,2,1,4,1,1,5,1,5,19,1,5,5,1,5,1,1,5,1,5,10,10,-1.002771481,-2.019481901,,introverted,,0,False,-0.425404319,0.098359406,False,-0.260147525,-0.231793821,0.487680948,0.324622442
449,S2,27,Female,Master's degree,English,Germany ,United Kingdom ,1,qIAT,R_799XnSgTWnWRb9f,False,-0.854242649,False,-0.428383111,1,2,3,1,5,3,2,4,1,5,19,1,5,5,1,5,1,1,5,1,5,10,10,-1.002771481,-2.019481901,,introverted,,0,False,-0.981518467,-0.717146241,False,-0.193047695,-0.638973573,-1.055692008,-0.573704335
450,S2,26,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_7alwDlOAolv4tEJ,False,-1.195659966,False,-0.897941316,3,2,1,2,3,3,1,5,2,4,26,2,2,2,2,4,3,2,5,1,3,24,24,-0.211996709,-0.437932358,,,,0,False,-1.041157367,-1.28554431,False,-0.777972037,-0.949037807,-1.24445435,-0.751550447
